file,index,faculty,department,term,courseTitle,lookup_hint
schulich.json,197,SB,EMBA,EW,Human and Machine Intelligence: Creating Business Value Through Artificial Intelligence,SB/EMBA — EW — Human and Machine Intelligence: Creating Business Value Through Artificial Intelligence
schulich.json,198,SB,EMBA,EW,"Incentives, Organization and Strategy","SB/EMBA — EW — Incentives, Organization and Strategy"
schulich.json,199,SB,EMBA,EW,Healthcare Strategy,SB/EMBA — EW — Healthcare Strategy
schulich.json,200,SB,EMBA,EW,Entrepreneurial Finance and Venture Capital,SB/EMBA — EW — Entrepreneurial Finance and Venture Capital
schulich.json,201,SB,EMBA,EW,International Real Estate,SB/EMBA — EW — International Real Estate
schulich.json,202,SB,EMBA,EW,Advanced Negotiations,SB/EMBA — EW — Advanced Negotiations
schulich.json,203,SB,EMBA,EF,Deal-Making in China and Asia,SB/EMBA — EF — Deal-Making in China and Asia
schulich.json,204,SB,EMBA,EF,Understanding Consumers,SB/EMBA — EF — Understanding Consumers
schulich.json,205,SB,EMBA,EW,Leading and Managing Diverse Organizations,SB/EMBA — EW — Leading and Managing Diverse Organizations
schulich.json,206,SB,EMBA,EF,International Finance,SB/EMBA — EF — International Finance
schulich.json,207,SB,EMBA,EW,International Finance,SB/EMBA — EW — International Finance
schulich.json,208,SB,EMBA,EW,"Investment Banks, Hedge Funds and Private Equity","SB/EMBA — EW — Investment Banks, Hedge Funds and Private Equity"
schulich.json,209,SB,EMBA,EW,Family Enterprises,SB/EMBA — EW — Family Enterprises
schulich.json,210,SB,ENTR,F,Business Essentials for Technology Entrepreneurs I,SB/ENTR — F — Business Essentials for Technology Entrepreneurs I
schulich.json,211,SB,ENTR,W,Business Essentials for Technology Entrepreneurs II,SB/ENTR — W — Business Essentials for Technology Entrepreneurs II
schulich.json,212,SB,ENTR,F,"Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential","SB/ENTR — F — Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential"
schulich.json,213,SB,ENTR,W,Entrepreneurship and Technology Ventures,SB/ENTR — W — Entrepreneurship and Technology Ventures
schulich.json,214,SB,ENTR,F,Entrepreneurship and New Venture Creation,SB/ENTR — F — Entrepreneurship and New Venture Creation
schulich.json,215,SB,ENTR,F,Financing Growing Ventures,SB/ENTR — F — Financing Growing Ventures
schulich.json,216,SB,ENTR,W,Financing Growing Ventures,SB/ENTR — W — Financing Growing Ventures
schulich.json,217,SB,ENTR,W,Social Entrepreneurship,SB/ENTR — W — Social Entrepreneurship
schulich.json,218,SB,ENTR,F,Guided Study: Entrepreneurial Studies-Selected Problems in Entrepreneurial Studies,SB/ENTR — F — Guided Study: Entrepreneurial Studies-Selected Problems in Entrepreneurial Studies
schulich.json,219,SB,ENTR,W,Guided Study: Entrepreneurial Studies-Selected Problems in Entrepreneurial Studies,SB/ENTR — W — Guided Study: Entrepreneurial Studies-Selected Problems in Entrepreneurial Studies
schulich.json,220,SB,ENTR,F,Startup Lab: The Together Mission,SB/ENTR — F — Startup Lab: The Together Mission
schulich.json,221,SB,ENTR,W,Managing the Family Enterprise,SB/ENTR — W — Managing the Family Enterprise
schulich.json,222,SB,ENTR,F2,"Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential","SB/ENTR — F2 — Field Study: Innovating with Entrepreneurs, Unlocking New Venture Potential"
schulich.json,223,SB,ENTR,F2,Startup Lab: The Together Mission,SB/ENTR — F2 — Startup Lab: The Together Mission
schulich.json,224,SB,ENTR,F2,Entrepreneurship and New Firm Creation,SB/ENTR — F2 — Entrepreneurship and New Firm Creation
schulich.json,225,SB,ENTR,A,Individual Study: Selected Problems in Entrepreneurial Studies,SB/ENTR — A — Individual Study: Selected Problems in Entrepreneurial Studies
schulich.json,226,SB,ENTR,C,Individual Study: Selected Problems in Entrepreneurial Studies,SB/ENTR — C — Individual Study: Selected Problems in Entrepreneurial Studies
schulich.json,227,SB,ENTR,F2,Individual Study: Selected Problems in Entrepreneurial Studies,SB/ENTR — F2 — Individual Study: Selected Problems in Entrepreneurial Studies
schulich.json,228,SB,ENTR,W2,Individual Study: Selected Problems in Entrepreneurial Studies,SB/ENTR — W2 — Individual Study: Selected Problems in Entrepreneurial Studies
schulich.json,229,SB,ENTR,F2,Venture Capital & Private Equity,SB/ENTR — F2 — Venture Capital & Private Equity
schulich.json,230,SB,ENTR,W2,Venture Capital & Private Equity,SB/ENTR — W2 — Venture Capital & Private Equity
schulich.json,231,SB,ENTR,W2,Mentorship Match: Learning to Innovate with Venture Leaders,SB/ENTR — W2 — Mentorship Match: Learning to Innovate with Venture Leaders
schulich.json,232,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,233,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,234,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,235,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,236,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,237,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,238,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,239,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,240,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,241,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,242,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,243,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,244,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,245,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,246,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,247,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,248,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,249,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,250,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,251,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,252,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,253,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,254,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,255,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,256,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,257,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,258,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,259,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,260,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,261,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,262,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,263,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,264,SB,EXCH,F,Exchange - Schulich Business Elective,SB/EXCH — F — Exchange - Schulich Business Elective
schulich.json,265,SB,EXCH,W,Exchange - Schulich Business Elective,SB/EXCH — W — Exchange - Schulich Business Elective
schulich.json,266,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,267,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,268,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,269,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,270,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,271,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,272,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,273,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,274,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,275,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,276,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,277,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,278,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,279,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,280,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,281,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,282,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,283,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,284,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,285,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,286,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,287,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,288,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,289,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,290,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,291,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,292,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,293,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,294,SB,EXCH,F,Exchange - Globally Focused Elective,SB/EXCH — F — Exchange - Globally Focused Elective
schulich.json,295,SB,EXCH,W,Exchange - Globally Focused Elective,SB/EXCH — W — Exchange - Globally Focused Elective
schulich.json,296,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,297,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,298,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,299,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,300,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,301,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,302,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,303,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,304,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,305,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,306,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,307,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,308,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,309,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,310,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,311,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,312,SB,EXCH,F,Exchange - Non Business Elective,SB/EXCH — F — Exchange - Non Business Elective
schulich.json,313,SB,EXCH,W,Exchange - Non Business Elective,SB/EXCH — W — Exchange - Non Business Elective
schulich.json,314,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,315,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,316,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,317,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,318,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,319,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,320,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,321,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,322,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,323,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,324,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,325,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,326,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,327,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,328,SB,EXCH,F,Exchange - Language Elective,SB/EXCH — F — Exchange - Language Elective
schulich.json,329,SB,EXCH,W,Exchange - Language Elective,SB/EXCH — W — Exchange - Language Elective
schulich.json,330,SB,EXCH,F2,Exchange - Schulich Business Elective,SB/EXCH — F2 — Exchange - Schulich Business Elective
schulich.json,331,SB,EXCH,W2,Exchange - Schulich Business Elective,SB/EXCH — W2 — Exchange - Schulich Business Elective
schulich.json,332,SB,EXCH,F2,Exchange - Schulich Business Elective,SB/EXCH — F2 — Exchange - Schulich Business Elective
science.json,266,SC,MATH,F,Differential Calculus with Applications,SC/MATH — F — Differential Calculus with Applications
science.json,267,SC,MATH,W,Differential Calculus with Applications,SC/MATH — W — Differential Calculus with Applications
science.json,268,SC,MATH,F,Integral Calculus with Applications,SC/MATH — F — Integral Calculus with Applications
science.json,269,SC,MATH,W,Integral Calculus with Applications,SC/MATH — W — Integral Calculus with Applications
science.json,270,SC,MATH,F,Mathematics I for the Biological and Health Sciences,SC/MATH — F — Mathematics I for the Biological and Health Sciences
science.json,271,SC,MATH,W,Mathematics I for the Biological and Health Sciences,SC/MATH — W — Mathematics I for the Biological and Health Sciences
science.json,272,SC,MATH,F,Mathematics II for the Biological and Health Sciences,SC/MATH — F — Mathematics II for the Biological and Health Sciences
science.json,273,SC,MATH,W,Mathematics II for the Biological and Health Sciences,SC/MATH — W — Mathematics II for the Biological and Health Sciences
science.json,274,SC,MATH,Y,Fundamentals of Mathematics,SC/MATH — Y — Fundamentals of Mathematics
science.json,275,SC,MATH,F,General Mathematics for Software Development,SC/MATH — F — General Mathematics for Software Development
science.json,276,SC,MATH,F,"Introduction to Calculus, with Vectors","SC/MATH — F — Introduction to Calculus, with Vectors"
science.json,277,SC,MATH,W,"Introduction to Calculus, with Vectors","SC/MATH — W — Introduction to Calculus, with Vectors"
science.json,278,SC,MATH,F,Statistics for Business and Society,SC/MATH — F — Statistics for Business and Society
science.json,279,SC,MATH,W,Statistics for Business and Society,SC/MATH — W — Statistics for Business and Society
science.json,280,SC,MATH,F,Business Mathematics I,SC/MATH — F — Business Mathematics I
science.json,281,SC,MATH,W,Business Mathematics I,SC/MATH — W — Business Mathematics I
science.json,282,SC,MATH,W,Real Analysis l,SC/MATH — W — Real Analysis l
science.json,283,SC,MATH,F,Applied Multivariate and Vector Calculus,SC/MATH — F — Applied Multivariate and Vector Calculus
science.json,284,SC,MATH,W,Applied Multivariate and Vector Calculus,SC/MATH — W — Applied Multivariate and Vector Calculus
science.json,285,SC,MATH,W,Linear Algebra II,SC/MATH — W — Linear Algebra II
science.json,286,SC,MATH,F,Elementary Probability,SC/MATH — F — Elementary Probability
science.json,287,SC,MATH,W,Elementary Probability,SC/MATH — W — Elementary Probability
science.json,288,SC,MATH,F,Symbolic Computation Laboratory I,SC/MATH — F — Symbolic Computation Laboratory I
science.json,289,SC,MATH,W,Principles and Techniques of Data Science,SC/MATH — W — Principles and Techniques of Data Science
science.json,290,SC,MATH,W,Introduction to Statistics II,SC/MATH — W — Introduction to Statistics II
science.json,291,SC,MATH,W,Differential Equations,SC/MATH — W — Differential Equations
science.json,292,SC,MATH,F,Differential Equations for Scientists and Engineers,SC/MATH — F — Differential Equations for Scientists and Engineers
science.json,293,SC,MATH,W,Differential Equations for Scientists and Engineers,SC/MATH — W — Differential Equations for Scientists and Engineers
science.json,294,SC,MATH,F,The Mathematical Theory of Interest,SC/MATH — F — The Mathematical Theory of Interest
science.json,295,SC,MATH,W,Models for Financial Economics,SC/MATH — W — Models for Financial Economics
science.json,296,SC,MATH,F,Introduction to Applied Statistics,SC/MATH — F — Introduction to Applied Statistics
science.json,297,SC,MATH,W,Introduction to Applied Statistics,SC/MATH — W — Introduction to Applied Statistics
science.json,298,SC,MATH,F,Introductory Probability and Statistics,SC/MATH — F — Introductory Probability and Statistics
science.json,299,SC,MATH,W,Introductory Probability and Statistics,SC/MATH — W — Introductory Probability and Statistics
science.json,300,SC,MATH,F,Real Analysis II,SC/MATH — F — Real Analysis II
science.json,301,SC,MATH,F,Algebra I,SC/MATH — F — Algebra I
science.json,302,SC,MATH,W,Algebra II,SC/MATH — W — Algebra II
science.json,303,SC,MATH,F,Geometries and Education,SC/MATH — F — Geometries and Education
science.json,304,SC,MATH,F,Computational Mathematics,SC/MATH — F — Computational Mathematics
science.json,305,SC,MATH,F,Mathematical Statistics I,SC/MATH — F — Mathematical Statistics I
science.json,306,SC,MATH,W,Mathematical Statistics II,SC/MATH — W — Mathematical Statistics II
science.json,307,SC,MATH,F,Introduction to Number Theory,SC/MATH — F — Introduction to Number Theory
science.json,308,SC,MATH,F,Linear Optimization,SC/MATH — F — Linear Optimization
science.json,309,SC,MATH,F,Numerical Methods I,SC/MATH — F — Numerical Methods I
science.json,310,SC,MATH,W,Numerical Methods II,SC/MATH — W — Numerical Methods II
science.json,311,SC,MATH,W,Introduction to Graph Theory,SC/MATH — W — Introduction to Graph Theory
science.json,312,SC,MATH,F,Partial Differential Equations,SC/MATH — F — Partial Differential Equations
science.json,313,SC,MATH,F,Mathematics of Life Contingencies I,SC/MATH — F — Mathematics of Life Contingencies I
science.json,314,SC,MATH,W,Mathematics of Life Contingencies II,SC/MATH — W — Mathematics of Life Contingencies II
science.json,315,SC,MATH,F,Mathematical Finance,SC/MATH — F — Mathematical Finance
science.json,316,SC,MATH,F,Regression Analysis,SC/MATH — F — Regression Analysis
science.json,317,SC,MATH,W,Data analytics: A Hands-on Approach,SC/MATH — W — Data analytics: A Hands-on Approach
science.json,318,SC,MATH,W,Complex Variables,SC/MATH — W — Complex Variables
science.json,319,SC,MATH,W,Sample Survey Design,SC/MATH — W — Sample Survey Design
science.json,320,SC,MATH,F,Mathematic and Statistics Internship Work Term,SC/MATH — F — Mathematic and Statistics Internship Work Term
science.json,321,SC,MATH,W,Mathematic and Statistics Internship Work Term,SC/MATH — W — Mathematic and Statistics Internship Work Term
science.json,322,SC,MATH,F,Mathematic and Statistics Internship Work Term,SC/MATH — F — Mathematic and Statistics Internship Work Term
science.json,323,SC,MATH,W,Mathematic and Statistics Internship Work Term,SC/MATH — W — Mathematic and Statistics Internship Work Term
science.json,324,SC,MATH,F,Mathematic and Statistics Internship Work Term,SC/MATH — F — Mathematic and Statistics Internship Work Term
science.json,325,SC,MATH,W,Mathematic and Statistics Internship Work Term,SC/MATH — W — Mathematic and Statistics Internship Work Term
science.json,326,SC,MATH,F,Mathematic and Statistics Internship Work Term,SC/MATH — F — Mathematic and Statistics Internship Work Term
